"Id ","x0 (LU) ","y0 (LU) ","z0 (LU) ","vx0 (LU/TU) ","vy0 (LU/TU) ","vz0 (LU/TU) ","Jacobi constant (LU2/TU2) ","Period (TU) ","Period (days) ","Stability index  ","Mass ratio"
"52","4.3840151982551506E-1","8.1854815386736461E-23","-2.4989800229106000E-25","2.1780773271699781E-13","1.3613843962742438E+0","-8.2105956297402337E-25","2.7681185686579499E+0","7.4279354270543498E+0","3.2925466266442740E+1","1.0153453605710000E+2","1.215058560962404E-2"
